budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
16000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,30890,"[{""id"": 966, ""name"": ""beach""}, {""id"": 1749, ""name"": ""taxi driver""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2135, ""name"": ""radio""}, {""id"": 9273, ""name"": ""coney island""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 11935, ""name"": ""working class""}, {""id"": 158071, ""name"": ""binoculars""}, {""id"": 217880, ""name"": ""cigarette girl""}, {""id"": 221756, ""name"": ""radio plays""}]",en,Radio Days,"The Narrator (Woody Allen) tells us how the radio influenced his childhood in the days before TV. In the New York City of the late 1930s to the New Year's Eve 1944, this coming-of-age tale mixes the narrator's experiences with contemporary anecdotes and urban legends of the radio stars.",7.612849000000001,"[{""name"": ""Orion Pictures"", ""id"": 41}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",30-01-87,0,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Radio Days,7.0,127
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",,82687,"[{""id"": 1436, ""name"": ""inventor""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 33720, ""name"": ""guilt""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 187056, ""name"": ""woman director""}]",en,The Guilt Trip,An inventor and his mom hit the road together so he can sell his latest invention.,15.283444,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Skydance Productions"", ""id"": 6277}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",19-12-12,41863726,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get ready for one mother of a road trip,The Guilt Trip,5.4,284
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,10362,"[{""id"": 2038, ""name"": ""love of one's life""}, {""id"": 10226, ""name"": ""neighbor""}]",en,Two Lovers,A depressed man moves back in with his parents following a recent heartbreak.,8.290636,"[{""name"": ""2929 Productions"", ""id"": 846}, {""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Tempesta Films"", ""id"": 4384}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",19-11-08,3148182,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Two Lovers,6.6,154
45000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",,1574,"[{""id"": 520, ""name"": ""chicago""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 165675, ""name"": ""prison matron""}, {""id"": 165676, ""name"": ""jazz age""}, {""id"": 165686, ""name"": ""nude man murdered""}]",en,Chicago,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,32.217425,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Producers Circle"", ""id"": 734}, {""name"": ""Storyline Entertainment"", ""id"": 8797}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",26-12-02,306776732,113.0,"[{""iso_639_1"": ""hu"", ""name"": ""Magyar""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"If You Can't Be Famous, Be Infamous",Chicago,6.9,677
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",,50497,"[{""id"": 918, ""name"": ""newspaper""}, {""id"": 2626, ""name"": ""exorcism""}, {""id"": 3350, ""name"": ""poltergeist""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 10224, ""name"": ""haunting""}, {""id"": 12193, ""name"": ""reporter""}, {""id"": 13153, ""name"": ""spirit""}, {""id"": 14905, ""name"": ""britain""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 163186, ""name"": ""seance""}, {""id"": 172391, ""name"": ""catholic priest""}, {""id"": 234779, ""name"": ""coal shed""}]",en,When the Lights Went Out,"Yorkshire, 1974, the Maynard family moves into their dream house. It's a dream that quickly descends into a panic stricken nightmare as the family discovers a horrifying truth, a truth that will make the history books. The house is already occupied by the most violent poltergeist ever documented, a poltergeist that will tear you from your bed as you sleep and drag you helplessly into the darkness.",2.805351,"[{""name"": ""Kintop Pictures"", ""id"": 1490}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",31-01-12,0,86.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Set in 1974 and based on true events.,When the Lights Went Out,5.8,49
180000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",http://legendoftarzan.com,258489,"[{""id"": 409, ""name"": ""africa""}, {""id"": 5650, ""name"": ""feral child""}, {""id"": 7347, ""name"": ""tarzan""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 158130, ""name"": ""animal attack""}]",en,The Legend of Tarzan,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",42.741719,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Dark Horse Entertainment"", ""id"": 552}, {""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}, {""name"": ""Beagle Pug Films"", ""id"": 46339}, {""name"": ""Riche Productions"", ""id"": 86565}, {""name"": ""Village Roadshow Films North America"", ""id"": 86566}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",29-06-16,356743061,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Human. Nature.,The Legend of Tarzan,5.5,2430
19000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",,17277,"[{""id"": 1405, ""name"": ""roman empire""}, {""id"": 5049, ""name"": ""ancient rome""}]",en,The Fall of the Roman Empire,"Drawn from the same events that later inspired Gladiator, the film charts the power-hungry greed and father-son betrayal that led to Rome's collapse at the bloody hands of the Barbarians.",4.229941999999999,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Samuel Bronston Productions"", ""id"": 10253}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",24-03-64,4750000,188.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Most Magnificent Re-Creation . . . Of An Ancient Empire . . . Launches A New Epoch In Motion Pictures . . .,The Fall of the Roman Empire,6.0,33
1900000,"[{""id"": 18, ""name"": ""Drama""}]",,295886,[],en,Brotherly Love,West Philadelphia basketball star Sergio Taylor deals with the pressures of fame while his brother and sister have their own issues with ambition.,1.367751,[],[],24-04-15,0,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Post Production,,Brotherly Love,6.9,21
5000000,"[{""id"": 35, ""name"": ""Comedy""}]",,11843,"[{""id"": 642, ""name"": ""robbery""}, {""id"": 1384, ""name"": ""diamant""}, {""id"": 2408, ""name"": ""c\u00f4te d'azur""}, {""id"": 5439, ""name"": ""inspector""}, {""id"": 8775, ""name"": ""panther""}]",en,The Return of the Pink Panther,The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'.,6.470766,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Jewel Productions"", ""id"": 10257}, {""name"": ""Pimlico Films"", ""id"": 10258}, {""name"": ""Incorporated Television Company (ITC)"", ""id"": 15980}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",21-05-75,41833347,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Return of the Pink Panther,6.7,137
6000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",http://www.theboondocksaints.com,8374,"[{""id"": 1679, ""name"": ""arbitrary law""}, {""id"": 1680, ""name"": ""boston""}, {""id"": 7375, ""name"": ""twin brother""}, {""id"": 8045, ""name"": ""russian mafia""}, {""id"": 11005, ""name"": ""prologue""}, {""id"": 11018, ""name"": ""irish""}, {""id"": 15321, ""name"": ""police station""}, {""id"": 159633, ""name"": ""pager""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,The Boondock Saints,"With a God-inspired moral obligation to act against evil, twin brothers Conner and Murphy set out to rid Boston of criminals. However, rather than working within the system, these Irish Americans decide to take swift retribution into their own hands.",34.917446999999996,"[{""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Brood Syndicate"", ""id"": 11342}, {""name"": ""B.D.S. Productions Inc."", ""id"": 20088}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",22-01-99,30471,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Thy Kingdom Come. Thy Will Be Done.,The Boondock Saints,7.2,837
20000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,14405,"[{""id"": 3445, ""name"": ""dog dirt""}, {""id"": 158401, ""name"": ""chihuahua""}, {""id"": 158402, ""name"": ""pinata""}, {""id"": 158418, ""name"": ""potted plant""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Beverly Hills Chihuahua,"A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her.",12.25264,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",03-10-08,149281606,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,50% Warrior. 50% Lover. 100% Chihuahua.,Beverly Hills Chihuahua,4.9,209
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,24071,[],en,Mumford,"In the small town of Mumford, a psychologist of the same name moves in and quickly becomes very popular, despite a questionable past.",4.310168,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",24-09-99,0,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some towns have all the fun.,Mumford,6.3,26
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",,39541,[],en,Stolen Summer,"Pete, an eight-year-old Catholic boy growing up in the suburbs of Chicago in the mid-1970s, attends Catholic school, where as classes let out for the summer, he's admonished by a nun to follow the path of the Lord, and not that of the Devil. Perhaps taking this message a bit too seriously, Pete decides it's his goal for the summer to help someone get into heaven; having been told that Catholicism is the only sure path to the kingdom of the Lord, Pete decides to convert a Jew to Catholicism in order to improve their standing in the afterlife. Hoping to find a likely candidate, Pete begins visiting a nearby synagogue, where he gets to know Rabbi Jacobson, who responds to Pete's barrage of questions with good humor. Pete also makes friends with the Rabbi's son, Danny, who is about the same age; when he learns that Danny is seriously ill, he decides Danny would be an excellent choice for conversion.",0.87066,[],[],22-03-02,0,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You saw the back-stabbing. Now see the final cut.,Stolen Summer,6.4,9
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,6071,"[{""id"": 160488, ""name"": ""hoodlum""}]",en,Kiss of Death,"Jimmy Kilmartin is an ex-con living in Astoria in the New York City borough of Queens, trying to stay clean and raising a family with his wife Bev. But when his cousin Ronnie causes him to take a fall for driving an illegal transport of stolen cars, a police officer named Calvin Hart is injured and Jimmy lands back in prison. In exchange for an early release, he is asked to help bring down a local crime boss named Little Junior Brown.  Jimmy remarries and attempts to renew a relationship with his child. But he is sent undercover by Detective Hart to work with Junior and infiltrate his operations. As soon as Little Junior kills an undercover federal agent with Jimmy watching, the unscrupulous district attorney and the feds further complicate his life. He must take down Junior or face the consequences.",6.908939999999999,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",21-04-95,0,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Kiss of Death,5.7,81
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,10312,"[{""id"": 428, ""name"": ""nurse""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 173339, ""name"": ""laughter""}]",en,Patch Adams,"Meet Patch Adams, a doctor who doesn't look, act or think like any doctor you've met before. For Patch, humor is the best medicine, and he's willing to do just anything to make his patients laugh - even if it means risking his own career.",35.537397,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Bungalow 78 Productions"", ""id"": 369}, {""name"": ""Blue Wolf"", ""id"": 10230}, {""name"": ""Farrell/Minoff"", ""id"": 10231}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25-12-98,202292902,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Laughter is contagious,Patch Adams,7.0,832
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",,2779,"[{""id"": 3363, ""name"": ""hypnosis""}, {""id"": 10183, ""name"": ""independent film""}]",en,The Curse of the Jade Scorpion,"CW Briggs is a veteran insurance investigator, with many successes. Betty Ann Fitzgerald is a new employee in the company he works for, with the task of reorganizing the office. They don't like each other - or at least that's what they think. During a night out with the rest of the office employees, they go to watch Voltan, a magician who secretly hypnotizes both of them.",9.317264999999999,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Gravier Productions"", ""id"": 1824}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",05-08-01,0,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,Love stings,The Curse of the Jade Scorpion,6.5,165
117000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.knightanddaymovie.com,37834,"[{""id"": 470, ""name"": ""spy""}, {""id"": 822, ""name"": ""airport""}, {""id"": 1420, ""name"": ""gas station""}, {""id"": 2101, ""name"": ""garage""}, {""id"": 3203, ""name"": ""pilot""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 4289, ""name"": ""secret agent""}, {""id"": 6399, ""name"": ""rope""}, {""id"": 9778, ""name"": ""exploding building""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 33352, ""name"": ""police car""}, {""id"": 33353, ""name"": ""boy genius""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Knight and Day,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",44.906918,"[{""name"": ""Tree Line Films"", ""id"": 84}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Pink Machine"", ""id"": 21845}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15-06-10,261930431,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Every Hit Man Deserves a Second Shot!,Knight and Day,5.9,1547
20000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}]",,8872,"[{""id"": 2571, ""name"": ""tv show""}, {""id"": 5540, ""name"": ""heavy metal""}, {""id"": 10582, ""name"": ""television producer""}, {""id"": 187056, ""name"": ""woman director""}]",en,Wayne's World,"When a sleazy TV exec offers Wayne and Garth a fat contract to tape their late-night public access show at his network, they can't believe their good fortune. But they soon discover the road from basement to big-time is a gnarly one, fraught with danger, temptation and ragin' party opportunities.",21.815122,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",14-02-92,121697323,94.0,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You'll laugh. You'll cry. You'll hurl.,Wayne's World,6.5,728
14000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",,10998,"[{""id"": 459, ""name"": ""sexual obsession""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 4481, ""name"": ""deceived wife""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 34094, ""name"": ""extramarital affair""}, {""id"": 190370, ""name"": ""erotic movie""}]",en,Fatal Attraction,A married man's one night stand comes back to haunt him when that lover begins to stalk him and his family.,16.742972,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11-09-87,320145693,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A look that led to an evening. A mistake he'll regret...FOR THE REST OF HIS LIFE.,Fatal Attraction,6.6,291
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",,28211,"[{""id"": 4227, ""name"": ""toronto""}, {""id"": 10768, ""name"": ""lesbian""}, {""id"": 33396, ""name"": ""remake of french film""}, {""id"": 187989, ""name"": ""suspicious wife""}, {""id"": 187996, ""name"": ""female doctor""}, {""id"": 187999, ""name"": ""playing piano""}]",en,Chloe,"A doctor hires an escort to seduce her husband, whom she suspects of cheating, though unforeseen events put the family in danger.",26.373864,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Montecito Picture Company, The"", ""id"": 4607}, {""name"": ""Outpost Studios"", ""id"": 25886}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",25-03-09,8459458,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"If the one you love was lying to you, how far would you go to find out the truth?",Chloe,5.9,498
0,"[{""id"": 27, ""name"": ""Horror""}]",http://www.thelovedonesmovie.com/,46420,"[{""id"": 627, ""name"": ""killing""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 9693, ""name"": ""female killer""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10266, ""name"": ""prom""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 13130, ""name"": ""teenager""}]",en,The Loved Ones,"Lola Stone asked Brent Mitchell to the prom, but Brent said no, and now he's screwed. What happens when Lola doesn't get what she wants? She enlists Daddy's help to throw a prom of her own, where she is queen and Brent is king -- whether he likes it or not. THE LOVED ONES is what happens when puppy love goes horribly, violently wrong. Brent should have said yes...",4.989985,"[{""name"": ""Omnilab Media"", ""id"": 2729}, {""name"": ""Ambience Entertainment"", ""id"": 3427}, {""name"": ""Screen Australia"", ""id"": 7584}, {""name"": ""Film Victoria"", ""id"": 11840}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",13-09-09,0,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Don't break her heart,The Loved Ones,6.6,207
75000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 9648, ""name"": ""Mystery""}]",,9697,"[{""id"": 663, ""name"": ""fortune teller""}, {""id"": 3684, ""name"": ""religion and supernatural""}, {""id"": 4769, ""name"": ""supernatural powers""}, {""id"": 5457, ""name"": ""mythical creature""}, {""id"": 6154, ""name"": ""hell""}, {""id"": 8181, ""name"": ""swimming pool""}, {""id"": 9188, ""name"": ""nixe""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,Lady in the Water,"Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.",20.219385,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Blinding Edge Pictures"", ""id"": 12236}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",21-07-06,42285169,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Time is running out for a happy ending.,Lady in the Water,5.3,409
0,"[{""id"": 99, ""name"": ""Documentary""}]",,335244,"[{""id"": 187056, ""name"": ""woman director""}]",en,Antarctic Edge: 70° South,"In 2014, scientists declared West Antarctic ice sheet melt unstoppable, threatening the future of our planet. A group of world-class researchers is in a race to understand climate change in the fastest winter-warming place on earth: the West Antarctic Peninsula. Trekking through dangerous and uncharted landscape, these scientists push the limits of their research and come to terms with the sacrifices necessary to understand this rapidly changing world.",0.021391999999999998,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",17-04-15,0,72.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Antarctic Edge: 70° South,0.0,0
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.27dressesthemovie.com/,6557,"[{""id"": 725, ""name"": ""lovesickness""}, {""id"": 918, ""name"": ""newspaper""}, {""id"": 1010, ""name"": ""bar""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 2381, ""name"": ""wedding planer""}, {""id"": 3581, ""name"": ""witness""}, {""id"": 3582, ""name"": ""bride""}, {""id"": 3584, ""name"": ""bridesmaid""}, {""id"": 5923, ""name"": ""sister""}, {""id"": 6027, ""name"": ""music""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 11157, ""name"": ""sibling rivalry""}, {""id"": 12193, ""name"": ""reporter""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 187056, ""name"": ""woman director""}]",en,27 Dresses,Altruistic Jane finds herself facing her worst nightmare as her younger sister announces her engagement to the man Jane secretly adores.,30.695228000000004,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Dune Entertainment III"", ""id"": 6332}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10-01-08,160259319,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,She's about to find the perfect fit.,27 Dresses,6.1,978
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",,9434,"[{""id"": 3045, ""name"": ""mission of murder""}, {""id"": 6275, ""name"": ""school party""}, {""id"": 161213, ""name"": ""high school reunion""}]",en,Grosse Pointe Blank,"Martin Blank is a freelance hitman who starts to develop a conscience, which causes him to muff a couple of routine assignments. On the advice of his secretary and his psychiatrist, he attends his 10th year High School reunion in Grosse Pointe, Michigan.",13.817269,"[{""name"": ""Caravan Pictures"", ""id"": 175}, {""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Roger Birnbaum Productions"", ""id"": 961}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11-04-97,28084357,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Even a hit man deserves a second shot.,Grosse Pointe Blank,6.9,275
25000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.thefightermovie.com,45317,"[{""id"": 6075, ""name"": ""sport""}, {""id"": 154123, ""name"": ""irish american""}, {""id"": 166309, ""name"": ""documentary crew""}, {""id"": 174093, ""name"": ""lowell massachusetts""}, {""id"": 174099, ""name"": ""blue collar worker""}, {""id"": 174107, ""name"": ""church bells""}, {""id"": 174109, ""name"": ""documentary filmmaking""}, {""id"": 174110, ""name"": ""boxer shorts""}, {""id"": 174116, ""name"": ""jumping rope""}, {""id"": 174117, ""name"": ""shadow boxing""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,The Fighter,"The Fighter, is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",31.019381,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",17-12-10,93617009,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every dream deserves a fighting chance.,The Fighter,7.2,1486
200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.sonypictures.com/movies/spider-man2/,558,"[{""id"": 851, ""name"": ""dual identity""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 5983, ""name"": ""pizza boy""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 14991, ""name"": ""tentacle""}, {""id"": 34079, ""name"": ""death""}, {""id"": 163074, ""name"": ""super villain""}]",en,Spider-Man 2,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",35.149586,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Laura Ziskin Productions"", ""id"": 326}, {""name"": ""Marvel Enterprises"", ""id"": 19551}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25-06-04,783766341,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,There's a hero in all of us.,Spider-Man 2,6.7,4321
